UTI Banking & PSU Debt Fund - Regular Plan - Half-Yearly IDCW	12.6405
UTI Banking & PSU Debt Fund - Regular Plan - Monthly IDCW	12.5524
UTI Banking & PSU Debt Fund - Regular Plan - Quarterly IDCW	12.9897
UTI Banking & PSU Debt Fund- Regular Plan - Growth Option	18.9285
Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan	97.4551
Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan	96.1805
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW	11.1003
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW	12.46
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW	12.5135
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW	12.3178
Aditya Birla Sun Life Income Fund-Plan A(Dividend)	11.7535
Aditya Birla Sun Life Income Fund-Plan D(54EA Dividend)	10.6457
Aditya Birla Sun Life Income Fund-Plan E(54EA Growth)	35.2986
Aditya Birla Sun Life Income Fund-PLan F(54EB Dividend)	15.5708
Aditya Birla Sun Life Income Fund-Plan G(54EB Growth)	35.0763
Axis Corporate Debt Fund - Direct Plan - Daily IDCW	10.2313
Axis Corporate Debt Fund - Direct Plan - Monthly IDCW	10.2239
Axis Corporate Debt Fund - Direct Plan - Regular IDCW	12.9670
Axis Corporate Debt Fund - Direct Plan - Weekly IDCW	10.3629
Axis Corporate Debt Fund - Direct Plan Growth	15.2797
Axis Corporate Debt Fund - Regular Plan - Daily IDCW	10.2310
Axis Corporate Debt Fund - Regular Plan - Monthly IDCW	10.2161
Axis Corporate Debt Fund - Regular Plan - Regular IDCW	12.3345
Axis Corporate Debt Fund - Regular Plan - Weekly IDCW	10.2446
Axis Corporate Debt Fund - Regular Plan Growth	14.6151
BANDHAN Corporate Bond Fund - Direct Annual IDCW	10.3360
BANDHAN Corporate Bond Fund - Direct Growth	16.9008
BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW	11.5510
BANDHAN Corporate Bond Fund - Direct Monthly IDCW	10.3785
BANDHAN Corporate Bond Fund - Direct Periodic IDCW	11.2127
BANDHAN Corporate Bond Fund - Direct Quarterly IDCW	10.5490
BANDHAN Corporate Bond Fund - Regular Annual IDCW	10.3255
BANDHAN Corporate Bond Fund - Regular Growth	16.5179
BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW	10.9502
BANDHAN Corporate Bond Fund - Regular Monthly IDCW	10.6312
BANDHAN Corporate Bond Fund - Regular Periodic IDCW	11.1352
BANDHAN Corporate Bond Fund - Regular Quarterly IDCW	10.5888
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option	10.5143
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option	27.1758
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option	10.2011
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option	10.2949
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option	10.6828
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option	24.7831
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option	10.2827
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option	10.4868
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION	10.4513
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION	23.4821
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION	10.2333
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION	10.3726
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION	20.0245
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	12.1216
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION	18.9354
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	11.4647
DSP Corporate Bond Fund - Direct - Growth	13.9524
DSP Corporate Bond Fund - Direct - IDCW	11.3924
DSP Corporate Bond Fund - Direct - IDCW - Monthly	10.4550
DSP Corporate Bond Fund - Direct - IDCW - Quarterly 	11.3865
DSP Corporate Bond Fund - Regular - Growth	13.7852
DSP Corporate Bond Fund - Regular - IDCW	11.3662
DSP Corporate Bond Fund - Regular - IDCW - Monthly	10.4352
DSP Corporate Bond Fund - Regular - IDCW - Quarterly 	10.7381
Franklin India Corporate Debt Fund - Direct - Bonus	0.0000
Franklin India Corporate Debt Fund - Direct - GROWTH	90.9778
Franklin India Corporate Debt Fund - Growth	84.9513
Franklin India Corporate Debt Fund - Monthly Bonus	0.0000
Franklin India Corporate Debt Fund - Plan A - Annual - IDCW	16.4349
Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW	18.3865
Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW	14.7411
Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW	16.6064
Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW	13.7384
Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW	12.8640
Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW	14.9054
Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW	12.2707
HDFC Corporate Bond Fund - Growth Option	27.7386
HDFC Corporate Bond Fund - Growth Option - Direct Plan	28.204
HDFC Corporate Bond Fund - IDCW Option	17.9698
HDFC Corporate Bond Fund - IDCW Option - Direct Plan	18.4583
HDFC Corporate Bond Fund - Quarterly IDCW Option	10.5176
HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan	10.3594
HSBC Corporate Bond Fund - Direct Annual IDCW	11.9715
HSBC Corporate Bond Fund - Direct Growth	66.5194
HSBC Corporate Bond Fund - Direct Quarterly IDCW	11.5668
HSBC Corporate Bond Fund - Direct Semi Annual IDCW	20.1562
HSBC Corporate Bond Fund - Regular Annual IDCW	11.7914
HSBC Corporate Bond Fund - Regular Growth	62.8778
HSBC Corporate Bond Fund - Regular Quarterly IDCW	11.2108
HSBC Corporate Bond Fund - Regular Semi Annual IDCW	17.0099
HSBC Corporate Bond Fund -Regular Plan - Bonus	23.8844
ICICI Prudential Corporate Bond Fund - Bonus	14.9782
ICICI Prudential Corporate Bond Fund - Daily IDCW	10.1065
ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW	10.1008
ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW	12.1669
ICICI Prudential Corporate Bond Fund - Direct Plan - Growth	26.5507
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option	12.8827
ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW	10.2567
ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW	14.9437
ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW	10.2332
ICICI Prudential Corporate Bond Fund - Fortnightly IDCW	10.2243
ICICI Prudential Corporate Bond Fund - Growth	25.4619
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option	12.6555
ICICI Prudential Corporate Bond Fund - Monthly IDCW	10.4106
ICICI Prudential Corporate Bond Fund - Premium Daily Dividend	10.0277
ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend	10.0770
ICICI Prudential Corporate Bond Fund - Weekly IDCW	10.3040
ICICI Prudential Corporate Bond Fund -Quarterly IDCW	10.8136
ICICI Prudential Corporate Bond Fund Retail Daily Dividend	10.0275
ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend	10.3041
ICICI Prudential Corporate Bond Fund Retail Growth	22.7853
ICICI Prudential Corporate Bond Fund Retail Monthly Dividend	10.3008
ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend	10.9335
ICICI Prudential Corporate Bond Fund Retail Weekly Dividend	10.2202
Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment)	1682.1533
Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)	1244.8053
Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	2897.3958
Invesco India Corporate Bond Fund - Direct Plan - Growth	2896.4783
Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1258.8376
Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)	1174.0749
Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment)	2859.1832
Invesco India Corporate Bond Fund - Growth	2723.7126
Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment)	1561.142
Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment)	1141.3723
Kotak Coporate Bond Fund- Retail Plan-Growth Option	2034.9063
Kotak Corporate Bond Fund- Direct Plan- Growth Option	3342.2921
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option	1072.6159
Kotak Corporate Bond Fund- Institutional Plan-Growth Option	2090.4924
Kotak Corporate Bond Fund- Regular Plan-Growth Option	3222.6857
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option	1049.8263
